"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L17538","WriteGroup.java","core/src/main/java/com/orientechnologies/orient/core/index/hashindex/local/cache/WriteGroup.java","L17525","1","0","10","0","8","3","1345","0"
"L37417","OLinkSerializer.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/binary/impl/OLinkSerializer.java","L37416","2","0","92","0","41","8","3122","0"
"L38484","BytesContainer.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/binary/BytesContainer.java","L38483","3","0","38","0","8","2","3122","0"
"L38485","ODocumentSerializer.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/binary/ODocumentSerializer.java","L38483","1","0","7","0","12","3","3122","0"
"L38486","ORecordSerializerBinary.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/binary/ORecordSerializerBinary.java","L38483","8","0","72","0","42","7","3122","0"
"L38487","ORecordSerializerBinaryV0.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/binary/ORecordSerializerBinaryV0.java","L38483","143","0","695","4","103","8","3122","0"
"L38488","OSerializableWrapper.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/binary/OSerializableWrapper.java","L38483","3","0","46","0","2","2","3122","0"
"L38489","OVarIntSerializer.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/binary/OVarIntSerializer.java","L38483","4","0","49","0","10","2","3122","0"
"L38864","ORecordSerializerCSVAbstract.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/string/ORecordSerializerCSVAbstract.java","L38863","193","0","651","3","247","11","3122","0"
"L38865","ORecordSerializerJSON.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/string/ORecordSerializerJSON.java","L38863","178","0","590","3","258","14","1345","0"
"L38866","ORecordSerializerSchemaAware2CSV.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/string/ORecordSerializerSchemaAware2CSV.java","L38863","175","0","428","4","184","10","3122","0"
"L38867","ORecordSerializerStringAbstract.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/string/ORecordSerializerStringAbstract.java","L38863","188","0","540","2","135","14","1345","0"
"L37423","OCompositeKeySerializer.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/binary/impl/index/OCompositeKeySerializer.java","L37422","23","0","264","1","42","10","3122","0"
"L37424","OSimpleKeySerializer.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/binary/impl/index/OSimpleKeySerializer.java","L37422","6","0","124","0","45","11","3122","0"
"L37602","OStreamSerializerSBTreeIndexRIDContainer_1_7_9.java","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/binary/impl/legacy/OStreamSerializerSBTreeIndexRIDContainer_1_7_9.java","L37601","16","0","219","1","14","5","3122","0"
"L54119","OPhysicalPositionSerializer.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/eh/OPhysicalPositionSerializer.java","L54118","1","0","148","0","29","9","3122","0"
"L54958","OClusterPage.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OClusterPage.java","L54957","40","0","360","1","25","7","3122","0"
"L54959","OClusterPositionMap.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OClusterPositionMap.java","L54957","44","0","434","7","83","8","3122","0"
"L54960","OClusterPositionMapBucket.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OClusterPositionMapBucket.java","L54957","6","0","87","1","37","8","3122","0"
"L54961","OLocalPaginatedStorage.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OLocalPaginatedStorage.java","L54957","28","0","245","18","296","14","1345","0"
"L54962","OOfflineCluster.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OOfflineCluster.java","L54957","4","0","196","1","17","5","1345","0"
"L54963","OOfflineClusterException.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OOfflineClusterException.java","L54957","1","0","7","0","3","2","3122","0"
"L54964","OPaginatedCluster.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OPaginatedCluster.java","L54957","115","0","1374","7","122","8","1345","0"
"L54965","OPaginatedClusterState.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OPaginatedClusterState.java","L54957","1","0","33","1","22","7","3122","0"
"L54966","OPaginatedStorageDirtyFlag.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OPaginatedStorageDirtyFlag.java","L54957","15","0","115","2","16","5","3122","0"
"L54967","ORecordSerializationContext.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/ORecordSerializationContext.java","L54957","4","0","64","0","25","5","3122","0"
"L54968","ORecordSerializationOperation.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/ORecordSerializationOperation.java","L54957","1","0","6","0","10","4","3122","0"
"L54969","ORidBagDeleteSerializationOperation.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/ORidBagDeleteSerializationOperation.java","L54957","1","0","35","0","9","4","3122","0"
"L54970","ORidBagUpdateSerializationOperation.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/ORidBagUpdateSerializationOperation.java","L54957","3","0","44","0","11","5","3122","0"
"L54971","OStorageMemoryConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OStorageMemoryConfiguration.java","L54957","3","0","43","0","7","3","3122","0"
"L54972","OStorageTransaction.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/OStorageTransaction.java","L54957","1","0","13","0","9","3","3122","0"
"L55002","OAtomicOperation.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/atomicoperations/OAtomicOperation.java","L55001","56","0","335","0","29","6","1345","0"
"L55003","OAtomicOperationsManager.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/atomicoperations/OAtomicOperationsManager.java","L55001","18","0","106","0","41","7","1345","0"
"L55004","ONestedRollbackException.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/atomicoperations/ONestedRollbackException.java","L55001","1","0","13","0","8","4","3122","0"
"L55223","ODurableComponent.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/base/ODurableComponent.java","L55222","15","0","109","1","48","7","3122","0"
"L55224","ODurablePage.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/base/ODurablePage.java","L55222","16","0","136","3","39","7","3122","0"
"L56167","OAbstractCheckPointStartRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OAbstractCheckPointStartRecord.java","L56166","10","0","71","0","12","5","420","0"
"L56168","OAbstractPageWALRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OAbstractPageWALRecord.java","L56166","10","0","70","0","20","5","3122","0"
"L56169","OAbstractWALRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OAbstractWALRecord.java","L56166","8","0","44","0","6","3","3122","0"
"L56170","OAbstractWriteAheadLog.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OAbstractWriteAheadLog.java","L56166","2","0","58","0","13","4","3122","0"
"L56171","OAtomicUnitEndRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OAtomicUnitEndRecord.java","L56166","2","0","40","0","15","4","3122","0"
"L56172","OAtomicUnitStartRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OAtomicUnitStartRecord.java","L56166","2","0","40","0","14","4","3122","0"
"L56173","OCheckpointEndRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OCheckpointEndRecord.java","L56166","4","0","29","0","10","4","420","0"
"L56174","OClusterAwareWALRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OClusterAwareWALRecord.java","L56166","1","0","4","0","2","2","3122","0"
"L56175","ODirtyPage.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/ODirtyPage.java","L56166","7","0","46","0","3","3","16","0"
"L56176","ODirtyPagesRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/ODirtyPagesRecord.java","L56166","8","0","87","0","16","5","3122","0"
"L56177","ODiskWriteAheadLog.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/ODiskWriteAheadLog.java","L56166","147","0","933","2","29","7","327","0"
"L56178","OFileCreatedWALRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OFileCreatedWALRecord.java","L56166","1","0","46","0","4","4","3122","0"
"L56179","OFileDeletedWALRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OFileDeletedWALRecord.java","L56166","1","0","36","0","4","4","3122","0"
"L56180","OFileTruncatedWALRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OFileTruncatedWALRecord.java","L56166","1","0","36","0","4","4","3122","0"
"L56181","OFullCheckpointStartRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OFullCheckpointStartRecord.java","L56166","1","0","8","0","5","3","420","0"
"L56182","OFuzzyCheckpointEndRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OFuzzyCheckpointEndRecord.java","L56166","4","0","29","0","7","4","420","0"
"L56183","OFuzzyCheckpointStartRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OFuzzyCheckpointStartRecord.java","L56166","4","0","58","0","9","3","3122","0"
"L56184","OLogSequenceNumber.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OLogSequenceNumber.java","L56166","10","0","50","0","16","5","420","0"
"L56185","OMemoryWriteAheadLog.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OMemoryWriteAheadLog.java","L56166","14","0","137","0","8","4","327","0"
"L56186","ONonTxOperationPerformedWALRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/ONonTxOperationPerformedWALRecord.java","L56166","1","0","19","0","3","3","3122","0"
"L56187","OOperationUnitBodyRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OOperationUnitBodyRecord.java","L56166","1","0","37","0","2","2","3122","0"
"L56188","OOperationUnitId.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OOperationUnitId.java","L56166","5","0","51","0","6","3","420","0"
"L56189","OOperationUnitRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OOperationUnitRecord.java","L56166","5","0","44","0","7","3","420","0"
"L56190","OPaginatedClusterFactory.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OPaginatedClusterFactory.java","L56166","3","0","15","1","23","6","3122","0"
"L56191","OUpdatePageRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OUpdatePageRecord.java","L56166","10","0","63","0","23","7","3122","0"
"L56192","OWALChangesTree.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OWALChangesTree.java","L56166","139","0","591","0","16","4","3122","0"
"L56193","OWALPage.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OWALPage.java","L56166","4","0","72","1","20","4","420","0"
"L56194","OWALPageBrokenException.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OWALPageBrokenException.java","L56166","1","0","10","1","14","4","3122","0"
"L56195","OWALRecord.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OWALRecord.java","L56166","1","0","9","0","7","4","16","0"
"L56196","OWALRecordsFactory.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OWALRecordsFactory.java","L56166","27","0","95","0","37","8","3122","0"
"L56197","OWriteAheadLog.java","core/src/main/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/OWriteAheadLog.java","L56166","1","0","28","4","117","10","327","0"
"L90678","OStringSerializer_1_5_1.java","core/src/main/java/com/orientechnologies/common/serialization/types/legacy/OStringSerializer_1_5_1.java","L90677","8","0","117","0","18","7","3122","0"
"L125","ODatabaseHelper.java","client/src/main/java/com/orientechnologies/orient/client/db/ODatabaseHelper.java","L124","21","0","124","0","47","9","3122","0"
"L304","OClusterRemote.java","client/src/main/java/com/orientechnologies/orient/client/remote/OClusterRemote.java","L303","1","0","156","1","63","12","1345","0"
"L305","OCollectionNetworkSerializer.java","client/src/main/java/com/orientechnologies/orient/client/remote/OCollectionNetworkSerializer.java","L303","1","0","25","0","12","7","17","0"
"L306","OEngineRemote.java","client/src/main/java/com/orientechnologies/orient/client/remote/OEngineRemote.java","L303","5","0","66","1","30","9","327","0"
"L307","ORemoteConnectionManager.java","client/src/main/java/com/orientechnologies/orient/client/remote/ORemoteConnectionManager.java","L303","25","0","168","2","36","9","3122","0"
"L308","OSBTreeBonsaiRemote.java","client/src/main/java/com/orientechnologies/orient/client/remote/OSBTreeBonsaiRemote.java","L303","15","0","247","1","39","10","327","0"
"L309","OSBTreeCollectionManagerRemote.java","client/src/main/java/com/orientechnologies/orient/client/remote/OSBTreeCollectionManagerRemote.java","L303","7","0","103","0","30","10","327","0"
"L310","OServerAdmin.java","client/src/main/java/com/orientechnologies/orient/client/remote/OServerAdmin.java","L303","37","0","368","2","128","14","3122","0"
"L311","OStorageRemote.java","client/src/main/java/com/orientechnologies/orient/client/remote/OStorageRemote.java","L303","271","0","1681","8","485","24","3122","0"
"L312","OStorageRemoteAsynchEventListener.java","client/src/main/java/com/orientechnologies/orient/client/remote/OStorageRemoteAsynchEventListener.java","L303","6","0","79","0","37","10","3122","0"
